best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.007172118860762566,0.7531563580036164,1.0,0.6666666865348816,9.999999747378752e-05,1612
