best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
3.380737979341575e-06,0.7086664289236069,1.0,0.8799999952316284,9.999999747378752e-05,1901
