best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
4.8207250870291315e-06,0.7689590146910632,1.0,0.9200000166893005,9.999999747378752e-05,1919
