best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
8.166924499164451e-06,0.4326991534617264,1.0,0.9200000166893005,9.999999747378752e-05,1768
