best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.4812277999630574e-05,1.675595490137736,1.0,0.7749999761581421,9.999999747378752e-05,1478
