best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
3.539271648252098e-05,1.9533066590627035,1.0,0.6499999761581421,9.999999747378752e-05,1463
