best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
6.1952049918545525e-06,1.0393484473228454,1.0,0.8399999737739563,9.999999747378752e-05,1884
