best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.05489418152719736,0.7905046053230762,1.0,0.6666666865348816,9.999999747378752e-05,1905
