best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0034059829076383418,0.28771713587048,0.9994999766349792,0.9340000152587891,0.0010000000474974513,196
