best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.5066715495777317e-05,0.1389155238866806,1.0,0.9800000190734863,9.999999747378752e-05,1472
