val_loss,val_accuracy,loss,accuracy,lr
1.0958977937698364,0.36666667461395264,1.1186211585998536,0.2666666805744171,0.0010000000474974513
1.0953117609024048,0.4000000059604645,1.0925378561019898,0.3166666626930237,0.0010000000474974513
1.0843854308128358,0.4000000059604645,1.080720067024231,0.38333332538604736,0.0010000000474974513
1.1848008513450623,0.4000000059604645,1.0706573903560639,0.5333333611488342,0.0010000000474974513
1.3871417045593262,0.4000000059604645,1.045877254009247,0.5833333134651184,0.0010000000474974513
1.7244673728942872,0.4000000059604645,1.0633050203323364,0.3499999940395355,0.0010000000474974513
2.2550925493240355,0.4000000059604645,1.0235431730747222,0.5333333611488342,0.0010000000474974513
2.6672418832778932,0.4000000059604645,0.9917280733585357,0.6166666746139526,0.0010000000474974513
3.0260140180587767,0.4000000059604645,0.9800501883029937,0.5166666507720947,0.0010000000474974513
3.46315758228302,0.4000000059604645,1.0053893506526947,0.5,0.0010000000474974513
3.6711777210235597,0.4000000059604645,0.9512307405471802,0.699999988079071,0.0010000000474974513
4.086189270019531,0.4000000059604645,0.9478834211826325,0.6000000238418579,0.0010000000474974513
4.624370813369751,0.4000000059604645,0.9150422871112823,0.699999988079071,0.0010000000474974513
4.6567503929138185,0.4000000059604645,0.8774382054805756,0.7166666388511658,0.0010000000474974513
4.948110198974609,0.4000000059604645,0.9198179721832276,0.5666666626930237,0.0010000000474974513
5.527412939071655,0.4000000059604645,0.869143944978714,0.7166666388511658,0.0010000000474974513
6.374918699264526,0.4000000059604645,0.8855505108833313,0.6166666746139526,0.0010000000474974513
6.744256448745728,0.4000000059604645,0.9195135533809662,0.550000011920929,0.0010000000474974513
6.78045687675476,0.4000000059604645,0.890463936328888,0.6000000238418579,0.0010000000474974513
7.449838447570801,0.4000000059604645,0.8477368831634522,0.6499999761581421,0.0010000000474974513
7.845938396453858,0.4000000059604645,0.814357978105545,0.6666666865348816,0.0010000000474974513
8.153573417663575,0.4000000059604645,0.8284332275390625,0.6333333253860474,0.0010000000474974513
8.254189109802246,0.4000000059604645,0.8303861081600189,0.6333333253860474,0.0010000000474974513
7.537878131866455,0.4000000059604645,0.9211544573307038,0.6666666865348816,0.0010000000474974513
8.507108592987061,0.4000000059604645,0.8227823317050934,0.7833333611488342,0.0010000000474974513
8.880879402160645,0.4000000059604645,0.7541574835777283,0.6333333253860474,0.0010000000474974513
8.225551223754882,0.4000000059604645,0.7522748708724976,0.800000011920929,0.0010000000474974513
8.402611255645752,0.4000000059604645,0.732790869474411,0.6666666865348816,0.0010000000474974513
8.463902759552003,0.4000000059604645,0.8206092536449432,0.7666666507720947,0.0010000000474974513
9.059450149536133,0.4000000059604645,0.7972896933555603,0.699999988079071,0.0010000000474974513
9.288587760925292,0.4000000059604645,0.7104700624942779,0.7333333492279053,0.0010000000474974513
8.897370052337646,0.4000000059604645,0.7398277401924134,0.7833333611488342,0.0010000000474974513
8.710606956481934,0.4000000059604645,0.7749421775341034,0.7333333492279053,0.0010000000474974513
8.622783279418945,0.4000000059604645,0.7366616070270539,0.6000000238418579,0.0010000000474974513
8.614941501617432,0.4000000059604645,0.8197112679481506,0.5833333134651184,0.0010000000474974513
6.285882425308228,0.4000000059604645,0.7556171417236328,0.7333333492279053,0.0010000000474974513
8.27215642929077,0.4000000059604645,0.7263147830963135,0.6333333253860474,0.0010000000474974513
8.341039085388184,0.4000000059604645,0.6865455031394958,0.75,0.0010000000474974513
8.843116855621338,0.4000000059604645,0.707834529876709,0.75,0.0010000000474974513
7.767388534545899,0.4000000059604645,0.6851628482341766,0.699999988079071,0.0010000000474974513
7.438230705261231,0.4000000059604645,0.7370627343654632,0.7166666388511658,0.0010000000474974513
7.420592975616455,0.4000000059604645,0.6659882605075836,0.6666666865348816,0.0010000000474974513
8.357706928253174,0.4000000059604645,0.745343154668808,0.7666666507720947,0.0010000000474974513
8.431242370605469,0.4000000059604645,0.6490699172019958,0.75,0.0010000000474974513
7.189343738555908,0.4000000059604645,0.6991088509559631,0.699999988079071,0.0010000000474974513
7.484501075744629,0.4000000059604645,0.6560235828161239,0.800000011920929,0.0010000000474974513
7.687391757965088,0.4000000059604645,0.6209020048379899,0.800000011920929,0.0010000000474974513
5.718827962875366,0.4000000059604645,0.6797465085983276,0.6666666865348816,0.0010000000474974513
5.914066171646118,0.4000000059604645,0.7159050345420838,0.6333333253860474,0.0010000000474974513
5.819345998764038,0.4000000059604645,0.6924536347389221,0.699999988079071,0.0010000000474974513
5.874091577529907,0.4000000059604645,0.6636821687221527,0.7166666388511658,0.0010000000474974513
3.4221598386764525,0.4000000059604645,0.586838099360466,0.699999988079071,0.0010000000474974513
6.376913070678711,0.4000000059604645,0.6135741949081421,0.75,0.0010000000474974513
2.8738123893737795,0.4000000059604645,0.5989931493997573,0.8833333253860474,0.0010000000474974513
5.066193008422852,0.4000000059604645,0.6351546108722687,0.6333333253860474,0.0010000000474974513
1.6600694060325623,0.4000000059604645,0.5902282267808914,0.8666666746139526,0.0010000000474974513
1.3713522553443909,0.4000000059604645,0.5468339771032333,0.8500000238418579,0.0010000000474974513
1.5999269962310791,0.4000000059604645,0.5697714269161225,0.800000011920929,0.0010000000474974513
4.549643707275391,0.4000000059604645,0.5669511467218399,0.7333333492279053,0.0010000000474974513
4.058474397659301,0.4000000059604645,0.6429886519908905,0.7166666388511658,0.0010000000474974513
2.1647149562835692,0.4000000059604645,0.686811625957489,0.75,0.0010000000474974513
3.738826560974121,0.4000000059604645,0.5942208260297775,0.800000011920929,0.0010000000474974513
2.690764546394348,0.4000000059604645,0.6628323495388031,0.7666666507720947,0.0010000000474974513
1.6218865275382996,0.4000000059604645,0.6560713648796082,0.7166666388511658,0.0010000000474974513
1.3270269274711608,0.4000000059604645,0.6668907284736634,0.699999988079071,0.0010000000474974513
0.6784258306026458,0.699999988079071,0.5769733875989914,0.7666666507720947,0.0010000000474974513
1.9886964321136475,0.4000000059604645,0.6432029664516449,0.8166666626930237,0.0010000000474974513
4.325820684432983,0.2666666805744171,0.7147022277116776,0.6499999761581421,0.0010000000474974513
2.627776288986206,0.23333333432674408,0.6835390985012054,0.7833333611488342,0.0010000000474974513
1.7549192428588867,0.4000000059604645,0.6567750364542008,0.6666666865348816,0.0010000000474974513
0.7730881690979003,0.5333333611488342,0.6090572357177735,0.8999999761581421,0.0010000000474974513
